song_id,mood_vec,song_name,song_artists
5WtfUKzXircvW8l5aaVZWT,[0.04147894 0.08661731 0.13153982 0.74036396],What A Time (feat. Niall Horan), Julia Michaels Niall Horan
2T3jgoAMbBXiMMD8pSc6QL,[0.00782267 0.43675345 0.4048716  0.15055224],This Is The Life, Amy Macdonald
2G7V7zsVDxg1yRsu7Ew9RJ,[0.00570178 0.49467993 0.40515244 0.09446596],In My Feelings, Drake
4OafepJy2teCjYJbvFE60J,[0.00842072 0.44143558 0.40757582 0.14256793],breathin, Ariana Grande
1dNIEtp7AY3oDAKCGg2XkH,[0.00781531 0.43033713 0.40980184 0.15204579],Something Just Like This, The Chainsmokers Coldplay
6T689Jvh5KrSXyaPtUWZtQ,[0.00459657 0.4848161  0.4150628  0.09552451],Criminal, Britney Spears
3zoYkqS4y2BsGVShPL2nTE,[0.00491113 0.4960172  0.40401202 0.09505969],Reggaetón Lento (Remix), CNCO Little Mix
09mEdoA6zrmBPgTEN5qXmN,[0.01478286 0.34206238 0.3495056  0.2936491 ],Call Out My Name, The Weeknd
58q2HKrzhC3ozto2nDdN4z,[0.00233111 0.54788643 0.39115798 0.05862444],I Like It, Cardi B Bad Bunny J Balvin
3B7NxfpWANGqBq91suV8ss,[0.0013754  0.6011005  0.3651768  0.03234725],Don't Be so Shy - Filatov & Karas Remix, Imany
30BsewEJZPxfuLNAlZPFje,[0.04603606 0.02596027 0.04978934 0.8782143 ],"Read All About It, Pt. III", Emeli Sandé
5kqIPrATaCc2LqxVWzQGbk,[0.01736066 0.3147992  0.33753252 0.33030763],7 Years, Lukas Graham
2hgzdQdnfWwtdpZbhZlV72,[0.00204012 0.56421137 0.38682917 0.04691929],Ain't Your Mama, Jennifer Lopez
2tpWsVSb9UEmDRxAl1zhX1,[0.00687087 0.43289652 0.40387914 0.15635343],Counting Stars, OneRepublic
1zB4vmk8tFRmM9UULNzbLB,[0.00452708 0.48755297 0.3959726  0.11194733],Thunder, Imagine Dragons
2IRZnDFmlqMuOrYOLnZZyc,[0.01456246 0.3755881  0.38720357 0.22264588],Going Bad (feat. Drake), Meek Mill Drake
5uCax9HTNlzGybIStD3vDh,[0.04784396 0.07314766 0.11619709 0.7628113 ],Say You Won't Let Go, James Arthur
2toVe5hfuIi97ytDPDbQFt,[0.0059976  0.4704775  0.41535473 0.10817023],Taste (feat. Offset), Tyga Offset
5pDUMdIiW0rNLzFryqpC9j,[0.0081184  0.43484172 0.40997487 0.14706494],Diamonds, Rihanna
7x5xYW5W42OGPAdHUyyguy,[0.01547631 0.31540337 0.34568718 0.32343325],Locked Away (feat. Adam Levine), R. City Adam Levine
1CnPYaKxTVb4LWOtiGOm0m,[0.00924505 0.41487145 0.40819263 0.16769086],All Time Low, Jon Bellion
0CokSRCu5hZgPxcZBaEzVE,[0.00468112 0.48516288 0.4058672  0.10428883],Glorious (feat. Skylar Grey), Macklemore Skylar Grey
2j5hsQvApottzvTn4pFJWF,[0.00866633 0.4243076  0.4081048  0.15892126],What Lovers Do (feat. SZA), Maroon 5 SZA
2eAvDnpXP5W0cVtiI0PUxV,[0.0067021  0.43879145 0.40766266 0.14684372],Dandelions, Ruth B.
1m84zLz4WizjR4mCDoXReg,[0.04744259 0.0449096  0.08091508 0.8267328 ],I Don't Care - Acoustic, Ed Sheeran
1iQDltZqI7BXnHrFy4Qo1k,[0.03352974 0.14721216 0.20157626 0.6176818 ],Trampoline (with ZAYN), SHAED ZAYN
6wo37KVqFJhtuxPTpLCcfe,[0.02329563 0.28478348 0.3417083  0.35021257],Takeaway (feat. Lennon Stella), The Chainsmokers ILLENIUM Lennon Stella
2K0r5GD5zYlEMx2M7ZMcqG,[0.0168592  0.3764864  0.37126616 0.23538831],Better Days, OneRepublic
3cMAS9DjZHrAnKvPrTIw7Z,[0.01615188 0.31627792 0.3327926  0.33477756],Wait for You (feat. Zoe Wees), Tom Walker Zoe Wees
44l9nnCVvOQBbWG6tDViKl,[0.0035024  0.5044005  0.40762192 0.08447515],Share That Love (feat. G-Eazy), Lukas Graham G-Eazy
4X1r74w09Ok0KgHSziwVWA,[0.01357218 0.3927627  0.37911227 0.21455282],Room For Love, Lord Siva Vera
18XlJEroUwFo0tLZxscgXE,[0.00397814 0.50348204 0.40662488 0.08591495],Lost, Maroon 5
2U12JbtnFSYa5Av5wEcEDX,[0.02641877 0.17975533 0.22678265 0.5670433 ],Oh My God, Alec Benjamin
3wJVBz7gvGTwTWVAxFa6ny,[0.00409021 0.5228448  0.4048872  0.06817774],Fever, Dua Lipa Angèle
7ce20yLkzuXXLUhzIDoZih,[0.04133036 0.08818687 0.13081019 0.73967254],Before You Go, Lewis Capaldi
1PZG9IBZMCY6HdK2v8kSYo,[0.02654748 0.18310857 0.24089308 0.5494509 ],If That's Alright, Dylan Dunlap
27NaNvlmvOHqTF0VPjuRSD,[0.01203467 0.39766747 0.4002702  0.19002777],Lie, Lukas Graham
72PFP54TZ9Tpj9dYQcb46D,[0.00290939 0.52715874 0.404307   0.06562495],NIGHTRIDER, Arizona Zervas
3lKmH9D42U7Rqq6chJUUBh,[0.03015973 0.26022837 0.3087474  0.40086448],Closer to You, Rasmus Hagen Nora Andersson
7LYGpt7ckc34CFWcsxwnJl,[0.04090156 0.10990725 0.15825607 0.6909352 ],Ripples, Maximillian
43Hit5V2BpPq2vxvca3ysc,[0.01050435 0.38946062 0.37924474 0.22079027],Lean On Me, Sandro Cavazza
3kwgqoBqTwoAH4nT29TYrq,[0.03383941 0.18867652 0.24744816 0.53003585],Nobody's Love, Maroon 5
58wyJLv6yH1La9NIZPl3ne,[0.16351604 0.01077854 0.02636681 0.7993385 ],Can We Kiss Forever?, Kina Adriana Proenza
2KoHxhRyWxJzA0VafWd5Nk,[0.03375508 0.15120389 0.204945   0.61009604],My Oasis (feat. Burna Boy), Sam Smith Burna Boy
4P6IttK2PRBjyr3fm0pP7t,[0.0169943  0.35358208 0.37936106 0.25006253],Past Life (with Selena Gomez), Trevor Daniel Selena Gomez
5rWjy4ys7LdinaFKZQBlZh,[0.01146753 0.342894   0.36110148 0.28453708],Be Your Man, Rhys Lewis
6Ldq5GpaIafEi67Cuh2h3X,[0.0287236  0.27624485 0.32670873 0.36832285],Still Alive, Maximillian
1e6McS5TlhjM3NRJMLfYPr,[0.01172825 0.38475767 0.3998848  0.20362929],Crying My Eyes Out, Stephen Puth
22AJMMJMaQ3qtTwlegrKcm,[0.05180736 0.04471717 0.07789434 0.8255811 ],Six Feet Apart, Alec Benjamin
1HimGOB6BjOaCQYMIF1xtU,[0.00591498 0.45834613 0.4027354  0.13300347],What Am I, Why Don't We
3Z8FwOEN59mRMxDCtb8N0A,[0.00892438 0.43310606 0.41911396 0.13885562],Be Kind (with Halsey), Marshmello Halsey
68z9t6zihQgqzBGtexjTRG,[0.02208391 0.23619832 0.27502292 0.4666949 ],Happy For You, Lukas Graham
7aGyRfJWtLqgJaZoG9lJhE,[0.01093555 0.4414967  0.38057694 0.16699079],Mad at Disney, salem ilese
3bveGlyB1hTt9g2qqkR0jl,[0.0478624  0.0469267  0.08116555 0.82404536],Lifeline, Tómas Welding ELVA
5bZeugrr7oIATt1CLJuhT4,[0.01471491 0.2899414  0.31430402 0.38103965],Incredible, James TW
6TbkMxKZudkP6Sty7rkLU9,[0.04856994 0.06065048 0.10098366 0.78979594],Perfectly Imperfect, Declan J Donovan
55Am8neGJkdj2ADaM3aw5H,[0.05708986 0.03692441 0.06673121 0.8392545 ],Train Wreck, James Arthur
2kJwzbxV2ppxnQoYw4GLBZ,[0.05517027 0.05258395 0.08900011 0.80324566],If the World Was Ending (feat. Julia Michaels), JP Saxe Julia Michaels
5mpCx2nbXtAbnzd342Mwrb,[0.05851339 0.03872533 0.06991839 0.8328428 ],I Do, Aloe Blacc
45bE4HXI0AwGZXfZtMp8JR,[0.07004575 0.03624977 0.06656291 0.8271415 ],you broke me first, Tate McRae
3xvYvJAa0iUVKKsYcuDNlK,[0.00498227 0.493457   0.40623936 0.09532133],Hard On Yourself, Charlie Puth blackbear
0E4Y1XIbs8GrAT1YqVy6dq,[0.05044822 0.06547686 0.10379923 0.78027576],Afterglow, Ed Sheeran
3H3r2nKWa3Yk5gt8xgmsEt,[0.05447821 0.05161831 0.09080447 0.803099  ],This City, Sam Fischer
0NbDnRbBxUaT27CTgmraSG,[0.04809524 0.06517067 0.10576627 0.7809677 ],Black Converse, LOVA
5FNS5Vj69AhRGJWjhrAd01,[0.01879904 0.29830676 0.3454112  0.33748305],Slow Dance (feat. Ava Max), AJ Mitchell Ava Max
53JYK65bbkGTKB9QBi1eWL,[0.04705776 0.08527852 0.13989687 0.7277669 ],Let Him Go, JUNG Clara Mae
7ybTXgmWoVFV33te4kVlUR,[0.0059521  0.4862049  0.3748049  0.13303813],Run Through Walls, The Script
5z8uLrYMcUVvzTV28twt44,[0.00605103 0.44836438 0.41117495 0.13440962],Slow Grenade, Ellie Goulding Lauv
4HBZA5flZLE435QTztThqH,[0.00854655 0.40136608 0.37843424 0.21165316],Stuck with U (with Justin Bieber), Ariana Grande Justin Bieber
0ClPIeT6MSgfSgQ9ZrJbAq,[0.00635334 0.44967344 0.42206204 0.1219111 ],Cheating on You, Charlie Puth
1hCTxutVVYvggAQcUUUZAT,[0.04682737 0.05545102 0.09271415 0.8050075 ],Put A Little Love On Me, Niall Horan
4iJyoBOLtHqaGxP12qzhQI,[0.0122037  0.41312918 0.3784177  0.1962494 ],Peaches (feat. Daniel Caesar & Giveon), Justin Bieber Daniel Caesar Giveon
1HfMVBKM75vxSfsQ5VefZ5,[0.0550636  0.06192445 0.10248337 0.7805286 ],Lose You To Love Me, Selena Gomez
2NWVdwbd2hPIzC2lyf4y63,[0.04215893 0.12080745 0.17449358 0.66254   ],Moral of the Story (feat. Niall Horan), Ashe Niall Horan
5rZlwNFl01HqLWBQGryKSm,[0.01668419 0.4039321  0.37059757 0.20878614],Mood Swings (feat. Lil Tjay), Pop Smoke Lil Tjay
0ND8rF8oirMXtE59n585P6,[0.03545519 0.1760731  0.23809889 0.55037284],17, Julia Michaels
4k3uABcX9iaGlt5pRJhumi,[0.01311732 0.39423245 0.3964813  0.1961689 ],stupid, Tate McRae
364dI1bYnvamSnBJ8JcNzN,[0.00882365 0.38972095 0.3907844  0.21067092],Intentions, Justin Bieber Quavo
7igeByaBM0MgGsgXtNxDJ7,[0.01117447 0.3776003  0.36381665 0.24740854],positions, Ariana Grande
2CdTLdDjwZdVcm0bresVWx,[0.00887602 0.43132478 0.4074468  0.15235232],Otra Noche Sin Ti, J Balvin Khalid
0lx2cLdOt3piJbcaXIV74f,[0.0490855  0.07845943 0.11843881 0.75401616],willow, Taylor Swift
2wrJq5XKLnmhRXHIAf9xBa,[0.01466023 0.36849472 0.38640082 0.23044418],"10,000 Hours (with Justin Bieber)", Dan + Shay Justin Bieber
0cppqb4vQycORHNMxr8DGd,[0.04603507 0.04406475 0.07451289 0.8353873 ],Favorite Part Of Me, Astrid S
0GlO3iD7ParRcxXPRz6o04,[0.06330069 0.04502236 0.08069532 0.81098163],Back To You, Jake Cornell
67GvvBfumjbeuMzhXVgn02,[0.00660125 0.46129164 0.39919794 0.13290913],Too Close, JP Cooper
2URXzpbSUwOjltvpgtzXua,[0.0435783  0.10140681 0.15922791 0.69578695],You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack, Sam Smith Summer Walker
5u1n1kITHCxxp8twBcZxWy,[0.00524593 0.50836575 0.40066794 0.08572038],Holy (feat. Chance The Rapper), Justin Bieber Chance the Rapper
0VsGaRXR5WAzpu51unJTis,[0.05964952 0.02639628 0.05111118 0.862843  ],Best Part of Me (feat. YEBBA), Ed Sheeran Yebba
0ri0Han4IRJhzvERHOZTMr,[0.04723189 0.07940708 0.12657413 0.7467869 ],At My Worst, Pink Sweat$
1MGGLyAMVQo3T9gSEBJjyH,[0.03307309 0.18610772 0.24805804 0.5327611 ],Gone Are The Days (feat. James Gillespie), Kygo James Gillespie
4VEEDnEFLI9dUy5QA51rom,[0.01450403 0.40660572 0.37493894 0.20395125],fools (can't help falling in love) (feat. Sody), Foster Sody Sarcastic Sounds
18o9PF85OEi7Vrfdfdi5sH,[0.00296401 0.51580584 0.4071081  0.07412211],What Happened to Us, Isaiah Firebrace
2ZTYlnhhV1UAReg7wIGolx,[0.05053472 0.04796685 0.07939491 0.82210344],To Die For, Sam Smith
4f9IfFvBFm7Gsf1IVEudyf,[0.01667077 0.39161295 0.3986364  0.19307989],lie to me, Tate McRae Ali Gatie
1EHUQesfVKwbthtNcpBi9g,[0.01943907 0.32199198 0.36924538 0.28932354],WITHOUT YOU (with Miley Cyrus), The Kid LAROI Miley Cyrus
2GjQ5KNXggsIRpx5ZUj2zX,[0.05139641 0.03089268 0.05625458 0.8614563 ],Her, Anne-Marie
5ovVcYo2MvjVydFwFyaaqy,[0.045776   0.07536802 0.12126614 0.7575898 ],I Should Probably Go To Bed, Dan + Shay
1cEhrSF6EylAEqdhUGuNpX,[0.00736072 0.4504951  0.40928993 0.13285418],LET IT GO (feat. Justin Bieber & 21 Savage), DJ Khaled 21 Savage Justin Bieber
4pvb0WLRcMtbPGmtejJJ6y,[0.05688325 0.01474109 0.03153327 0.89684236],exile (feat. Bon Iver), Taylor Swift Bon Iver
2h9TDNEXRhcDIV3fsoEVq9,[0.01848464 0.31322935 0.35418475 0.31410134],What Other People Say, Sam Fischer Demi Lovato
6oaQuXiRKqQq9ITJBV1XmC,[0.01139296 0.38744125 0.38280833 0.2183575 ],Wild Life, OneRepublic
6isTQfKXhNO3EyJd9mSxx8,[0.05757684 0.05310421 0.08618845 0.8031305 ],AM I DREAMING (feat. Miley Cyrus), Lil Nas X Miley Cyrus
6aXgxeYA03veaPyHHZQaj3,[0.03580291 0.18921961 0.25027296 0.52470446],Until We Meet Again, Nick Jonas
55vsJO4tLZQ37qzD5QUOmh,[0.05038661 0.03762586 0.0679353  0.8440523 ],House With No Mirrors, Sasha Alex Sloan
27Y1N4Q4U3EfDU5Ubw8ws2,[0.09235526 0.0182286  0.0386773  0.8507388 ],What They'll Say About Us, FINNEAS
44V6EzbUSYgyfsNiP0FrlA,[0.04219534 0.03950809 0.06848451 0.849812  ],Visiting Hours, Ed Sheeran
6wpdCYRRzFtBT7HzdEqgK9,[0.05955796 0.05595293 0.09605499 0.78843415],Down, Jack Curley
312zSwwbPU7C3sTmro4Wx9,[0.04033884 0.24734654 0.29303998 0.4192746 ],It's Ok If You Forget Me, Astrid S
5aXfGM7WVcqyAvqnL7k0y3,[0.04901802 0.06086013 0.09957436 0.7905475 ],Remember - Acoustic, Becky Hill
0Cs31CzQp6peDLWVCK0app,[0.05633245 0.02567773 0.04953619 0.8684535 ],Ocean, Lady A
4SHJLxcRicQyT42jG95Y5u,[0.03612494 0.07838247 0.12073488 0.76475775],No Right To Love You, Rhys Lewis
5qNh5WtzMbfpSj2jLlBkoD,[0.0719712  0.02042526 0.04123041 0.8663732 ],Your Power, Billie Eilish
19pChrR4hwdINqoOFUo2Hj,[0.09855549 0.04007594 0.07456137 0.7868072 ],Keep Your Head Up Princess, Anson Seabra
1Ia95g66IhlAJ3qVI4qI8W,[0.07228492 0.03345078 0.06352779 0.8307365 ],Slow, SHY Martin
0Kjkp9SLw8uhBAiSrSgdcB,[0.04761277 0.06553791 0.112341   0.7745083 ],Forever Young, Boy In Space
2tSDwInMbSGmUySTeUgO5e,[0.01882102 0.34567243 0.3766841  0.25882244],Love Like That, Lauv
1Xi84slp6FryDSCbzq4UCD,[0.07545711 0.02214683 0.04539378 0.85700226],Arcade, Duncan Laurence
0fioLzGM8ngbD1w6fMmm45,[0.04094923 0.09941502 0.15227164 0.7073641 ],I'm Not The Only One, Sam Smith
3U4isOIWM3VvDubwSI3y7a,[0.04669914 0.01281654 0.02738558 0.91309875],All of Me, John Legend
6OEHjJJvdkk1Ln0p0AZdyz,[0.05033542 0.09807003 0.1519588  0.6996358 ],Girls Like You, Maroon 5
3FAJ6O0NOHQV8Mc5Ri6ENp,[0.03732258 0.17711018 0.23183161 0.5537356 ],Heartbreak Anniversary, Giveon
2TIlqbIneP0ZY1O0EzYLlc,[0.04856167 0.05300164 0.08941565 0.80902106],Someone You Loved, Lewis Capaldi
50Td3qilgs8BLtv8mHyT1t,[0.0455479  0.05567446 0.09068035 0.80809736],Control, Zoe Wees
4rVW6XqAsSaf5vOwc8FREW,[0.01568958 0.3734634  0.3946096  0.21623747],Wild (feat. Gary Clark Jr.), John Legend Gary Clark Jr.
7yFhA2fUsL2oIMWlw5DaHQ,[0.02908592 0.24139321 0.30182642 0.42769447],The Bones, Maren Morris
7FsAFw1oZeTJUZmIzSh0cg,[0.03530724 0.16402332 0.21256547 0.58810395],Underdog, Alicia Keys
6Up545NUflOiXo8cEraH49,[0.03586186 0.0591538  0.09199227 0.81299204],You Say, Lauren Daigle
1koJk8rrMBlhDZ8MNiLzH9,[0.01502084 0.37324148 0.3475273  0.26421046],Always Remember Us This Way, Lady Gaga
6FZDfxM3a3UCqtzo5pxSLZ,[0.0152136  0.3239847  0.35693178 0.3038699 ],Without Me, Halsey
1HNywa8Bk0TmzRwQrzhtPo,[0.03263949 0.07043006 0.10994277 0.7869876 ],I Guess I Just Feel Like, John Mayer
2JtSnwYNKOphDrshYL8n4p,[0.01486508 0.35050634 0.3755966  0.25903198],I'm Like A Bird - Recorded at Spotify Studios NYC, Alessia Cara
15xWRPHQMeqgdkGzInx3PY,[0.06193582 0.03097988 0.05543811 0.85164624],Falling Like The Stars, James Arthur
7evPpWWu01Klxi0KlPxR17,[0.00686052 0.44312298 0.39629123 0.15372527],Mercy, Shawn Mendes
6QfS2wq5sSC1xAJCQsTSlj,[0.04269928 0.10957579 0.16878924 0.6789357 ],Shallow - Radio Edit, Lady Gaga Bradley Cooper
6700Z4Izi8EbB6JNthU6Ma,[0.03681341 0.14575201 0.20102598 0.61640865],Hold Me While You Wait, Lewis Capaldi
6UjZ2Yx2g2a52XxiA8ONxZ,[0.00913613 0.3982072  0.37175485 0.22090182],Outnumbered, Dermot Kennedy
09IStsImFySgyp0pIQdqAc,[0.01089752 0.3965225  0.39128795 0.20129205],The Middle, Zedd Maren Morris Grey
6Tio0ZoDeSQnI7EBAqWer2,[0.0059276  0.47747907 0.40597856 0.11061478],Cover Me In Sunshine, P!nk Willow Sage Hart
0tV8pOpiNsKqUys0ilUcXz,[0.04933658 0.0252007  0.0466033  0.87885934],Rise Up, Andra Day
4Y5gx8VuShNmakYGlnrUzD,[0.1060048  0.02496522 0.04686353 0.82216656],Surrender, Natalie Taylor
1N7YeVU0ZwAFbOhwM61ef6,[0.00681378 0.44945142 0.4047243  0.1390105 ],Head Above Water, Avril Lavigne
0Ult84lvFuqNvbyXwyRQ58,[0.02155608 0.28312355 0.3284483  0.366872  ],I Miss You (feat. Julia Michaels), Clean Bandit Julia Michaels
6jfEZdUJ2Yla6h7gTJgKuo,[0.01316028 0.3870402  0.40371498 0.19608456],Walk Me Home, P!nk
7LyBwug9tJgbaEzRCqtY78,[0.04734363 0.05444244 0.09118379 0.80703026],Put A Little Love On Me, Niall Horan
7oAraczbemGSNWqnbkU87R,[0.04585514 0.09857501 0.1510305  0.7045393 ],Too Good At Goodbyes, Sam Smith
4l0Mvzj72xxOpRrp6h8nHi,[0.05396393 0.06711575 0.10948135 0.7694389 ],Lose You To Love Me, Selena Gomez
22eqegdVyWgAQAwLkm7L9b,[0.01434867 0.350828   0.377303   0.25752038],September, James Arthur
5A6BJLZArq1MPjsnmcuk5f,[0.01314146 0.36862016 0.40285358 0.21538481],Lights Down Low, MAX
21jGcNKet2qwijlDFuPiPb,[0.0083809  0.41501775 0.39355063 0.18305063],Circles, Post Malone
2e9N4vHYVUwSwRorBzsZXE,[0.0042061  0.50704455 0.4110917  0.07765767],Almost (Sweet Music), Hozier
1wjzFQodRWrPcQ0AnYnvQ9,[0.02606612 0.26158556 0.30045837 0.41188985],I Like Me Better, Lauv
18k8IlS52uxRWObykDUZFG,[0.03473039 0.15478076 0.20963779 0.60085106],The Joke, Brandi Carlile
6sy3LkhNFjJWlaeSMNwQ62,[0.00689379 0.43214986 0.4038106  0.15714574],Counting Stars, OneRepublic
3CKCZ9pfwAfoMZlMncA1Nc,[0.00686947 0.43959883 0.40968147 0.14385022],Set Fire to the Rain, Adele
6UnCGAEmrbGIOSmGRZQ1M2,[0.01662093 0.32152334 0.35705063 0.3048051 ],Light On, Maggie Rogers
1rpDLMm4FjGqMz6N1dZZo8,[0.03933705 0.11646824 0.16940773 0.674787  ],Million Reasons, Lady Gaga
42fw0rxRO2xbesF6mJfd4Y,[0.01140236 0.3981793  0.40609953 0.18431889],Tequila, Dan + Shay
7lidXGPXPYLNThITAOTlkK,[0.01599732 0.33650762 0.36713892 0.28035614],You should be sad, Halsey
2sX7lJXsOYGP1Us6CqM9t1,[0.00674342 0.44218534 0.41122806 0.13984314],Little Bit of Love, Tom Grennan
3LlAyCYU26dvFZBDUIMb7a,[0.01233212 0.40390763 0.38292468 0.20083559],Demons, Imagine Dragons
4h0zU3O9R5xzuTmNO7dNDU,[0.06492011 0.00892651 0.02208169 0.90407175],Lost Boy, Ruth B.
0zbzrhfVS9S2TszW3wLQZ7,[0.01173439 0.38750383 0.3987796  0.20198224],September Song, JP Cooper
716eVtciaJCtTcaknS3QXr,[0.01395686 0.36465874 0.39011925 0.2312651 ],imagine, Ben Platt
5HBDBBr5OV90lubqW8ctJF,[0.01798547 0.34176922 0.38095242 0.2592929 ],if we never met, John K
1NrJYpdAi7uosDRPmSYrsG,[0.01787367 0.3007359  0.33143395 0.3499565 ],Apologize, OneRepublic
7DFNE7NO0raLIUbgzY2rzm,[0.03853858 0.1450783  0.2051255  0.61125755],Let Her Go, Passenger
3JvrhDOgAt6p7K8mDyZwRd,[0.02442251 0.25089365 0.29360932 0.4310746 ],Riptide, Vance Joy
6lfxq3CG4xtTiEg7opyCyx,[0.28504762 0.01573896 0.0329075  0.66630596],Can't Help Falling In Love, Kina Grannis
3V0nnQhqvbE3JmiDdnzQFQ,[0.07452952 0.02363677 0.04852042 0.8533134 ],July (feat. Leon Bridges), Noah Cyrus Leon Bridges
5f1joOtoMeyppIcJGZQvqJ,[0.01085207 0.41862988 0.41077858 0.1597394 ],Be Like That - feat. Swae Lee & Khalid, Kane Brown Swae Lee Khalid
4WzhjxvLP95y7AMDy0Atwb,[0.06143161 0.02355956 0.04579007 0.86921877],Out Of Love, Alessia Cara
4qug3gWrzeTNm0GhOkugJV,[0.03776239 0.13665782 0.18117015 0.64440966],Love Yourself, Justin Bieber
3GJ4hzg4lrGwU51Y3VARbF,[0.02317265 0.23725624 0.2851888  0.4543823 ],Speechless, Dan + Shay
5ELRkzdzz0HvGpMDlfZHkV,[0.01239186 0.32057488 0.35385615 0.31317708],Sign of the Times, Harry Styles
2iuZJX9X9P0GKaE93xcPjk,[0.00346678 0.50267047 0.41348234 0.08038043],Sugar, Maroon 5
4kflIGfjdZJW4ot2ioixTB,[0.04261408 0.01673904 0.03405938 0.9065876 ],Someone Like You, Adele
0aOluBqXYd0rFSCsgDyAWX,[0.03017039 0.1311653  0.17636795 0.66229635],Take Me to Church, Hozier
2BOqDYLOJBiMOXShCV1neZ,[0.05186482 0.01515578 0.03280486 0.9001745 ],Dancing On My Own, Calum Scott
4xqrdfXkTW4T0RauPLv3WA,[0.04837149 0.09043209 0.13472152 0.7264748 ],Heather, Conan Gray
1Omt5bfz1tZUCqd26HxbS0,[0.02091194 0.30048344 0.33494145 0.3436632 ],Beyond, Leon Bridges
11WbNwwAdoxfwpZxSHIP7J,[0.07226431 0.0142009  0.03103818 0.88249665],IDK You Yet, Alexander 23
7A2eDNBgJrEVE87C8pOMqN,[0.02190457 0.19508456 0.24347939 0.53953147],When We Were Young, Adele
4L2K7JKseFCBoHMZEAszW0,[0.06451956 0.00934866 0.02169165 0.9044401 ],Jealous, Labrinth
